Timestamp,ROV.RovDepth,ROV.RovXVel,ROV.RovYVel,ROV.RovZVel,CTD.Temperature,CTD.Salinity,CTD.Pressure,CTD.Depth,JCUSBL.Date,JCUSBL.Time,JCUSBL.Lat,JCUSBL.LatN,JCUSBL.Lon,JCUSBL.LonW,
,,,,,,,,,,,,,,,
14.12.2011 04:31:35,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:36,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:37,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:38,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:39,0.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:40,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:41,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:42,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:43,0.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:44,0.5,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:45,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:46,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:47,0.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:48,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:49,0.5,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:50,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:51,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:52,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:53,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:54,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:55,0.5,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:56,0.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:57,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:58,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:31:59,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:00,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:01,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:02,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:03,0.6,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:04,0.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:05,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:06,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:07,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:08,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:09,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:10,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:11,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:12,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:13,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:14,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:15,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:16,0.3,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:17,0.7,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:18,0.9,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:19,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:20,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:21,0.3,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:22,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:23,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:24,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:25,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:26,0.8,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:27,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:28,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:29,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:30,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:31,0.6,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:32,0.5,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:33,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:34,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:35,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:36,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:37,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:38,0.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:39,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:40,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:41,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:42,0.2,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:43,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:44,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:45,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:46,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:47,0,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:48,1.7,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:49,1.9,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:50,2.3,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:51,2.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:52,2.3,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:53,2.5,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:54,2.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:55,2.3,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:56,2.3,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:57,2.5,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:58,2.3,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:32:59,2.6,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:00,2.9,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:01,2.7,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:02,3.3,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:03,3.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:04,3.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:05,3.5,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:06,3.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:07,3.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:08,3.4,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:09,3.7,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:10,3.7,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:11,3.7,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:12,3.6,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:13,3.6,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:14,3.6,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
,,,,,,,,,,,,,,,
14.12.2011 04:33:15,3.7,0,0,0,19.661,35.182,0.56,0.55,13.12.2011,15:27:20,3242.53822,S,5716.98292,E,
